voxel 95 wood_sign
voxel 96 wood_sign_post
voxel 97 wood_chest
voxel 43 full_slab
voxel 44 slab
voxel 45 brick_slab
voxel 46 planks_slab
voxel 100 goldplanks_slab
voxel 101 whiteplanks_slab
voxel 102 darkplanks_slab
voxel 103 hardsand_slab
voxel 47 cobble_slab
voxel 48 stonebrick_slab
voxel 81 ardoise_slab
voxel 104 white_concrete_slab
voxel 21 stonebrick_stairs
voxel 22 brick_stairs
voxel 49 cobble_stairs
voxel 84 ardoise_stairs
voxel 50 planks_stairs
voxel 106 goldplanks_stairs
voxel 107 whiteplanks_stairs
voxel 108 darkplanks_stairs
voxel 105 hardsand_stairs
voxel 113 white_concrete_stairs
voxel 0 air
voxel 1 stone
voxel 2 grass
voxel 3 dirt
voxel 4 wood
voxel 5 leaves
voxel 6 forestgrass
voxel 7 drygrass
voxel 8 pinewood
voxel 9 pineleaves
voxel 10 bricks
voxel 11 gravel
voxel 12 sand
voxel 13 cactus
voxel 14 planks
voxel 15 glass
voxel 16 glowing
voxel 17 snow
voxel 18 smoothstone
voxel 19 birchleaves
voxel 20 whool
voxel 23 redbricks
voxel 24 colored
voxel 25 ironGrill
voxel 26 wood_fence
voxel 27 cobble
voxel 28 andesite
voxel 29 stonebrick
voxel 30 stonebrick_cracked
voxel 31 stonebrick_mossy
voxel 32 glass_pane
voxel 33 ladder
voxel 34 vine
voxel 35 torch
voxel 36 soil
voxel 37 snowblock
voxel 38 ice
voxel 51 web
voxel 52 flower_yellow
voxel 53 flower_red
voxel 54 iron_block
voxel 55 glowoff
voxel 56 wheat
voxel 57 flower_orange
voxel 58 flower_blue
voxel 59 flower_purple
voxel 60 flower_white
voxel 61 mushroom_red
voxel 62 mushroom_brown
voxel 63 gold_block
voxel 64 grass_prop
voxel 65 dead_grass
voxel 66 rails
voxel 67 hard_sand
voxel 68 white_concrete
voxel 70 wood_door
voxel 71 wood_door_top
voxel 72 iron_door
voxel 73 iron_door_top
voxel 74 cobble_mossy
voxel 75 rock
voxel 76 hard_rock
voxel 80 path
voxel 82 ardoise
voxel 83 bookshelf
voxel 85 path
voxel 86 cobble_wall
voxel 87 coal_ore
voxel 88 copper_ore
voxel 89 diamond_ore
voxel 90 gold_ore
voxel 91 silver_ore
voxel 92 iron_ore
voxel 93 bamboo
voxel 94 hellearth
voxel 99 stonebrick_fancy
voxel 109 goldplanks
voxel 110 whiteplanks
voxel 111 darkplanks
voxel 112 cobble_wall_mossy
voxel 114 hay
voxel 115 fancy_andesite
voxel 116 granite
voxel 117 fancy_granite
voxel 118 marble
voxel 119 fancy_marble
voxel 120 birchwood
voxel 125 big_voxel_test
voxel 128 water
voxel 129 lava
item 1 item_voxel
item 2 item_voxel_1x2
item 3 iron_pickaxe
item 4 iron_shovel
item 5 iron_axe
item 6 bread
item 7 soup
item 8 cookie
item 9 pie
item 10 apple
item 11 steak
item 12 ble
item 13 bow
item 14 arrow
item 15 stick
item 16 diamond
item 17 gold_bar
item 18 iron_bar
item 19 copper_bar
item 20 coal
item 128 weapon_ak47
item 129 mag_ak47
entity 1 player
entity 2 zombie
#entity 3 chest
#entity 4 sign
entity 8 groundItem
packet 0 text
#packet 1 world_info
#packet 2 chunk_data
#packet 3 region_summary
#packet 4 entity_tracking
#packet 5 world_user_requests
#packet 6 move_item
#packet 7 partial_inv_update
#packet 8 time
#packet 9 voxel_update
#packet 10 sound
#packet 11 input
#packet 12 particle
#packet 13 decal
#packet 14 file
#packet 15 velocity_delta
#packet 16 open_inventory
#packet 17 fx_explosion
